tender_id,source_file,page,table_generation,lot_no,identification,location,security_amount_taka,security_amount_original,start_date,completion_date
583276,Tender Notice_PDFs/RAJUK_Tender_583276.pdf,2,lots_legacy,01,Servicing & Maintenance of CCTV Surveillance System of Rajuk Main & Annex Bhaban and Bhaban Complex for 02 (Two) Years.,Rajuk Bhaban,25000,25000,2021-08-01,2023-07-31
583663,Tender Notice_PDFs/RAJUK_Tender_583663.pdf,1,lots_legacy,1,"Supply, Installation, Testing Commissioning of 1(One) Number 200KVA Sub-Station & 40KVA Generator for 4 storied Apartment Building at Mohammadpur R/A, Awrangajeb Road, Block- A, Plot-8/2, Dhaka. (Building 5)",Mohammadpur,150000,150000,2021-08-01,2021-10-31
583666,Tender Notice_PDFs/RAJUK_Tender_583666.pdf,1,lots_legacy,1,"Supply, Installation, Testing Commissioning of 1(One) Number 800 KG 10 Passenger Lift for 4 storied Apartment Building at Mohammadpur R/A, Awrangajeb Road, Block-A, Plot-8/2, Dhaka. . (Building 5)",Awrangajeb Road,125000,125000,2021-08-01,2022-01-31
584524,Tender Notice_PDFs/RAJUK_Tender_584524.pdf,1,lots_legacy,01,"Supply, Installation and Testing of 16 ways DVR type CCTV system for the Building No. 1A ,1B & 1C ,1D under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town 3rd Phase Dhaka.","Uttara Apartment Project ,Sector- 18,Uttara,Dhaka",100000,100000,2021-08-02,2021-10-31
590111,Tender Notice_PDFs/RAJUK_Tender_590111.pdf,1,lots_legacy,1,"Supply, Installation, Testing & Commissioning of 5 KWP Solar System for 4 Storied Apartment Building at Mohammadpur R/A, Awrangazeb Road, Block-A, Plot No-8/2.",Mohammadpur,17500,17500,2021-10-03,2021-11-30
590668,Tender Notice_PDFs/RAJUK_Tender_590668.pdf,1,lots_legacy,1,"Construction of Internal Road and Surface drain with land Development work at Sector No- 7(Part) of Purbachal New Town Project (RDC-7, Lot-o3).",Purbachal New Town Project,1835000,1835000,2021-11-01,2022-05-01
591292,Tender Notice_PDFs/RAJUK_Tender_591292.pdf,1,lots_legacy,1,"Supply, Installation, Testing, Commissioning of 02 (Two) Numbers 630kg (8 Passenger) Lift for Ten Storied Apartment Building at Gulshan, Road-31, Plot-CWS(B) 28 (Building-2)",Gulshan,250000,250000,2021-09-01,2022-02-28
591374,Tender Notice_PDFs/RAJUK_Tender_591374.pdf,1,lots_legacy,1,"Supply, Installation, Testing Commissioning of 1(One) Number 500KVA Sub-Station & 200KVA Generator for 10 storied Apartment Building at Gulshan, Road 31, Plot-CWS (B), 28, Dhaka. (Building 2).",Gulshan,300000,300000,2021-09-01,2021-11-30
591591,Tender Notice_PDFs/RAJUK_Tender_591591.pdf,1,lots_legacy,1,"Supply, Installation, Testing Commissioning of 2(Two) Number 630 KG 8 Passenger Lift for 9 storied Apartment Building at Mohammadpur R/A, Khilzi Road, Block-B, Plot-22/21, Dhaka. (Building 7)",Mohammadpur,250000,250000,2021-09-01,2022-02-28
591741,Tender Notice_PDFs/RAJUK_Tender_591741.pdf,1,lots_legacy,1,"Supply, Installation, Testing Commissioning of 1(One) Number 400KVA Sub-Station & 150 KVA Generator for 9 storied Apartment Building at Mohammadpur R/A, Khilzi Road, Block-B, Plot-22/21, Dhaka. (Building 7).",Mohammadpur,260000,260000,2021-09-01,2021-11-30
592175,Tender Notice_PDFs/RAJUK_Tender_592175.pdf,1,lots_legacy,1,"Supply, Installation, Testing Commissioning of 1(One) Number 630 KG 8 Passenger Lift for 9 storied Apartment Building at Lalmatia R/A, Block-E, Plot-6/12, Dhaka. (Building 9)",Lalmatia,150000,150000,2021-09-01,2022-02-28
592354,Tender Notice_PDFs/RAJUK_Tender_592354.pdf,1,lots_legacy,1,"Supply, Installation, Testing Commissioning of 1(One) Number 150KVA Sub-Station & 40 KVA Generator for 9 storied Apartment Building at Lalmatia R/A, Block-E, Plot-6/12, Dhaka. (Building 9).",Lalmatia,145000,145000,2021-09-01,2021-11-30
595833,Tender Notice_PDFs/RAJUK_Tender_595833.pdf,1,lots_legacy,1,"Repair & Renovation Works of Lake Drive Road at Eastern Side of Lake 04 & 05 And Avenue-01 (Part), 03 (Part), 05 (Part), 06 & 07 (Part) of Uttara Residential Model Town (3rd Phase) Project.",Dhaka,3500000,3500000,2021-10-03,2022-04-03
597090,Tender Notice_PDFs/RAJUK_Tender_597090.pdf,1,lots_legacy,01,"Supply, Installation, Testing and Commissioning of PLC functional Variable Freuency Drive (VFD), PLC functional automatic synchronized power supply system, Pillar Hydrant and other ancilliary work under the project of Construction of Residential Apartment Building for Low and Middle income Group of people at Sector-18, Block-A, Uttara, Dhaka.","Sector-18, Block-A, Uttara, Dhaka",3000000,3000000,2021-10-05,2022-04-03
601508,Tender Notice_PDFs/RAJUK_Tender_601508.pdf,1,lots_legacy,1,"Construction of internal RCC Road & Surface Drain at Sector No.-21 (part) of Purbachal New Town Project (Package No-RDC-21, Lot-02).",Purbachal New Town project,550000,550000,2021-11-01,2022-01-30
601511,Tender Notice_PDFs/RAJUK_Tender_601511.pdf,1,lots_legacy,1,Construction of RAJUK Purbachal Graveyard Boundary wall at Sector-22 of Purbachal New Town Project.,Purbachal New Town project,750000,750000,2021-11-01,2022-01-30
601512,Tender Notice_PDFs/RAJUK_Tender_601512.pdf,1,lots_legacy,1,Construction of RAJUK Purbachal Temple & Crematorium wall at Sector-04 of Purbachal New Town Project.,Purbachal New Town project,300000,300000,2021-11-01,2022-01-30
601514,Tender Notice_PDFs/RAJUK_Tender_601514.pdf,1,lots_legacy,1,"Construction of R.C.C Road and Surface Drain at Sector-23 (Part) of Purbachal New Town Project (Package # RDC-23, Lot-01)",Purbachal New Town project,1500000,1500000,2021-11-01,2022-05-01
601516,Tender Notice_PDFs/RAJUK_Tender_601516.pdf,1,lots_legacy,1,Construction of Internal RCC walkway including surface drain at Sector-24 of Purbachal New Town Project.,Purbachal New Town project,450000,450000,2021-11-01,2022-01-30
601518,Tender Notice_PDFs/RAJUK_Tender_601518.pdf,1,lots_legacy,1,Construction of Internal RCC walkway including surface drain at Sector-27 of Purbachal New Town Project.,Purbachal New Town project,350000,350000,2021-11-01,2022-01-30
601519,Tender Notice_PDFs/RAJUK_Tender_601519.pdf,1,lots_legacy,1,Construction of Internal RCC walkway including surface drain at Sector-28 of Purbachal New Town Project.,Purbachal New Town project,570000,570000,2021-11-01,2022-01-30
601520,Tender Notice_PDFs/RAJUK_Tender_601520.pdf,1,lots_legacy,1,Construction of Boundary Wall for RAJUK site office at Sector-19 of Purbachal New Town Project.,Purbachal New Town project,720000,720000,2021-11-01,2022-02-28
608564,Tender Notice_PDFs/RAJUK_Tender_608564.pdf,1,lots_legacy,1,"Supply, Installation, Testing & Commissioning of 4 KWP Solar System for 9 Storied Apartment Building at Lalmatia R/A, Block-E, Plot No-6/12 (Building 9).",Lalmatia,14000,14000,2021-11-01,2021-12-30
608964,Tender Notice_PDFs/RAJUK_Tender_608964.pdf,1,lots_legacy,1,"Supply, Installation, Testing & Commissioning of 10 KWP Solar System for 9 Storied Apartment Building at Mohammadpur R/A, Khilzi Road, Plot No-22/21 (Building7).",Mohammadpur,35000,35000,2021-11-01,2021-12-30
609656,Tender Notice_PDFs/RAJUK_Tender_609656.pdf,1,lots_legacy,1,"Supply, Installation, Testing & Commissioning of 12 KWP Solar System for 10 Storied Apartment Building at Gulshan R/A, Road No.- 31, Plot No-CWS(B)-28 (Building-2).",Gulshan,42000,42000,2021-11-01,2021-12-30
614373,Tender Notice_PDFs/RAJUK_Tender_614373.pdf,1,lots_legacy,1,"Supply, Installation, Testing, Commissioning of 01 (One) Number 800 kg (10 Passengers) Lift for Eight Storied Apartment Building at Mohammadpur R/A, Babor Road, Block-B, Plot-2/15 (Building-6)",Mohammadpur,150000,150000,2021-12-05,2022-06-05
614620,Tender Notice_PDFs/RAJUK_Tender_614620.pdf,1,lots_legacy,1,"Supply, Installation, Testing Commissioning of 1(One) Number 200KVA Sub-Station & 40 KVA Generator for Eight storied Apartment Building at Mohammadpur R/A, Babor Road, Block-B, Plot-2/15 (Building-6)",Mohammadpur,170000,170000,2021-12-05,2022-03-06
615021,Tender Notice_PDFs/RAJUK_Tender_615021.pdf,1,lots_legacy,1,"Supply, Installation, Testing & Commissioning of 5 KWP Solar System for Eight Storied Apartment Building at Mohammadpur R/A, Babor Road, Block-B, Plot-2/15 (Building-6)",Mohammadpur,18000,18000,2021-12-05,2022-02-06
615572,Tender Notice_PDFs/RAJUK_Tender_615572.pdf,1,lots_legacy,1,Repair and Renovation Work of Lake Drive Road no 06 (west side of lake no-11) Including Surface Pucca Drain and Barbed Wire Fancy around Green Belt at Sector 16 of Uttara Residential Model Town (3rd Phase) Project.,Uttara 3rd Phase Project,850000,850000,2022-01-10,2022-05-10
616291,Tender Notice_PDFs/RAJUK_Tender_616291.pdf,1,lots_legacy,1,Construction of Remaining Internal Road and Surface Drain at Sector no. 21(part) of Purbachal New Town Project.,Purbachal New Town project,600000,600000,2021-12-01,2022-03-31
616292,Tender Notice_PDFs/RAJUK_Tender_616292.pdf,1,lots_legacy,1,"Construction of Internal RCC Road & Surface Drain at Sector No-20 (part) of Purbachal New Town Project (RDC-20, Lot No-3).",Purbachal New Town project,470000,470000,2021-12-01,2022-03-31
616293,Tender Notice_PDFs/RAJUK_Tender_616293.pdf,1,lots_legacy,1,"Electrification work of 02 (two) Storied Progati High Building with 06 (Six) Storied Foundation work in the Plot No-43, Road No-102 in Sector No-03 of Purbachal New Town Project.",Purbachal New Town project,95000,95000,2021-12-01,2022-05-31
616294,Tender Notice_PDFs/RAJUK_Tender_616294.pdf,1,lots_legacy,1,"Electrification work of 02 (two) storied Purbachal Palkhan High School Bhaban with 06 (Six) Storied foundation work in the Plot No.-8, Road No.-301 in Sector-30 of Purbachal New Town Project.",Purbachal New Town project,95000,95000,2021-12-01,2022-05-31
619039,Tender Notice_PDFs/RAJUK_Tender_619039.pdf,1,lots_legacy,1,Painting Works for Outside of the RAJUK Main Building and Auditorium with some Cleaning Works.,RAJUK,70000,70000,2021-12-15,2022-03-15
620619,Tender Notice_PDFs/RAJUK_Tender_620619.pdf,1,lots_legacy,1,"Renovation Works ( Plaster, Door, Window, Sanitary fittings, Painting and other Civil works) in the Building allotted for Drivers (Building No.10) at RAJUK Malibagh Officers' Quarter Area.",RAJUK Malibagh Officers Quarter,84000,84000,2021-12-23,2022-03-22
622539,Tender Notice_PDFs/RAJUK_Tender_622539.pdf,1,lots_legacy,01,"Supply, Installation, Testing & Commissioning of 100 KVA Generator and Related Works for Rajuk Zonal Office in Uttara.",Zonal Office in Uttara,90000,90000,2022-01-04,2022-04-03
622586,Tender Notice_PDFs/RAJUK_Tender_622586.pdf,1,lots_legacy,01,Temporary Illumination of Rajuk Zonal Offices in different Religion Festivals & State Phase.,Rajuk Zonal Office,35000,35000,2022-01-02,2023-01-01
622637,Tender Notice_PDFs/RAJUK_Tender_622637.pdf,1,lots_legacy,1,Servicing & Maintenance of CCTV Surveillance System of Rajuk Main & Annex Bhaban and Bhaban Complex for 02 (Two) Years.,Rajuk Bhaban,25000,25000,2022-01-02,2024-01-01
632736,Tender Notice_PDFs/RAJUK_Tender_632736.pdf,1,lots_legacy,1,"Construction of Internal Road, RCC Road and Surface Drain's Remaining work at Sector no- 3 (Part) of Purbachal New Town Project (Package-RDC-03, Lot-2).",Purbachal New Town project,2500000,2500000,2022-01-13,2022-06-12
632746,Tender Notice_PDFs/RAJUK_Tender_632746.pdf,1,lots_legacy,1,"Construction of Internal Road and Surface Drain at Sector No-29 (part) of Purbachal New Town Project (Package RDC-29, Lot-02).",Purbachal New Town project,2000000,2000000,2022-01-13,2022-06-12
632748,Tender Notice_PDFs/RAJUK_Tender_632748.pdf,1,lots_legacy,1,"Construction of Internal Road and Surface Drain at Sector No-08 (part) of Purbachal New Town Project (Package RDC-08, Lot-05).",Purbachal New Town project,750000,750000,2022-01-13,2022-05-12
632749,Tender Notice_PDFs/RAJUK_Tender_632749.pdf,1,lots_legacy,1,"Construction of Internal Road and Surface Drain at Sector No-08 (part) of Purbachal New Town Project (Package RDC-08, Lot-04).",Purbachal New Town project,690000,690000,2022-01-13,2022-05-12
637168,Tender Notice_PDFs/RAJUK_Tender_637168.pdf,1,lots_legacy,01,"Supply, Installation, Testing and Commissioning of (A) 02 Nos 800 KG Passenger Lift & (B) 01 No. 1250 Kg Passenger Lift for the Community Center under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector-18, Block-A, Uttara, Dhaka.",Uttara Apartment Project Sector- 18 Uttara Dhaka,400000,400000,2022-01-31,2022-06-30
637169,Tender Notice_PDFs/RAJUK_Tender_637169.pdf,1,lots_legacy,01,"Supply, Installation, Testing and Commissioning of 01 No. 2100 KG Passenger Cum Bed Lift for the Community Center under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector-18, Block-A, Uttara, Dhaka.",Uttara Apartment Project Sector- 18 Uttara Dhaka,200000,200000,2022-01-31,2022-06-30
637171,Tender Notice_PDFs/RAJUK_Tender_637171.pdf,1,lots_legacy,01,"Supply, Installation, Testing and Commissioning of 03 Nos 1250 KG Passenger Cum Bed Lift for the Commercial Complex including Community Center & Kitchen Super shop under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector-18, Block-A, Uttara, Dhaka.",Uttara Apartment Project Sector- 18 Block-A Uttara Dhaka,600000,600000,2022-01-31,2022-06-30
639202,Tender Notice_PDFs/RAJUK_Tender_639202.pdf,1,lots_legacy,1,Construction of road no. 20/A at sector-03 of Uttara residential area.,"Sector-3, Uttara",400000,400000,2022-04-17,2022-10-13
639295,Tender Notice_PDFs/RAJUK_Tender_639295.pdf,1,lots_legacy,1,"RAJUK/PD_9apt/Lift_Bldg-4 Supply, Installation, Testing and Commissioning of 01 (One) Number 800 kg (10 Passengers) Lift for Seven Storied Apartment Building at Plot-13/1, Block-A, Awrangajeb Road, Mohammadpur R/A, Dhaka (Building-4)",Mohammadpur,150000,150000,2022-03-15,2022-09-11
639731,Tender Notice_PDFs/RAJUK_Tender_639731.pdf,1,lots_legacy,1,"Construction of Remaining Internal Road, RCC Road and Surface Drain at Sector-05(Part) of Purbachal New Town Project (Package-RDC-05, Lot-03).",Purbachal New Town project,550000,550000,2022-02-01,2022-05-31
639732,Tender Notice_PDFs/RAJUK_Tender_639732.pdf,1,lots_legacy,1,"Construction of RCC Road with Remaining bituminous road including Surface Drain at Sector No-30 of Purbachal New Town Project (Package-RDC-30, Lot-2).",Purbachal New Town project,1000000,1000000,2022-02-01,2022-05-31
639913,Tender Notice_PDFs/RAJUK_Tender_639913.pdf,1,lots_legacy,1,"RAJUK/PD_9apt/Solar_Bldg.-4 Supply, Installation, Testing and Commissioning of 8 Kwp Solar System for Seven Storied Apartment Building at Plot-13/1, Block-A, Awrangajeb Road, Mohammadpur R/A, Dhaka (Building-4)",Mohammadpur,25000,25000,2022-03-15,2022-05-16
639927,Tender Notice_PDFs/RAJUK_Tender_639927.pdf,1,lots_legacy,1,"RAJUK/PD_9apt/Gen-S/S._Bldg-4 Supply, Installation, Testing and Commissioning of 1(One) Number 300KVA Sub-Station & 80 KVA Generator for Seven Storied Apartment Building at Plot-13/1, Block-A, Awrangajeb Road, Mohammadpur R/A, Dhaka (Building-4)",Mohammadpur,200000,200000,2022-03-15,2022-07-13
641674,Tender Notice_PDFs/RAJUK_Tender_641674.pdf,1,lots_legacy,1,"Repairing works of building-01 of staff quarter at sector-06, Uttara.","Sector-6, Uttara",100000,100000,2022-04-17,2022-07-14
647342,Tender Notice_PDFs/RAJUK_Tender_647342.pdf,1,lots_legacy,1,Supply Fitting & fixing of Solar System LED light starting from Bridge No- 01 of Sonargaon Janapath Road to West side Circle and Bridge No- 02 of Avenue- 9 to West Avenue in Uttara ( 3rd Phase) Project (Group-1).,Uttara 3rd Phase Project,500000,500000,2022-03-15,2022-06-15
647346,Tender Notice_PDFs/RAJUK_Tender_647346.pdf,1,lots_legacy,2,Supply fitting & fixing of solar system LED light starting form Rail Depo underpass to south side of west Avenue Road in Uttara (3rd Phase) Project (Group-2).,Uttara 3rd Phase Project,450000,450000,2022-03-15,2022-06-15
647351,Tender Notice_PDFs/RAJUK_Tender_647351.pdf,1,lots_legacy,3,"Supply fitting & fixing of solar system LED light on part of Avenue-3 & 4 and upto Bridge No-5 of Avenue-1 in Uttara (3rd Phase) Project, (Group-3).",Uttara 3rd Phase Project,475000,475000,2022-03-15,2022-06-15
647356,Tender Notice_PDFs/RAJUK_Tender_647356.pdf,1,lots_legacy,4,"Supply Fitting & fixing of Solar System LED light starting from Sector No. 14 of Graveyard to South side of Lake drive road of Avenue-7 upto Bridge 06 in Uttara.(3rd Phase) Project, (Group-4).",Uttara 3rd Phase Project,375000,375000,2022-03-15,2022-06-15
647359,Tender Notice_PDFs/RAJUK_Tender_647359.pdf,1,lots_legacy,5,"Supply Fitting & fixing of Solar System LED light on Part of Avenue- 7 and upto the part of Avenue- 6 Central Circle in Uttara (3rd Phase) Project, (Group-5).",Uttara 3rd Phase Project,250000,250000,2022-03-15,2022-06-15
647361,Tender Notice_PDFs/RAJUK_Tender_647361.pdf,1,lots_legacy,6,"Supply Fitting & fixing of Solar System LED light on Part of Avenue- 6 and upto Central Circle of West Side of the part of Avenue- 5 in Uttara (3rd Phase) Project, (Group-6).",Uttara 3rd Phase Project,250000,250000,2022-03-15,2022-06-15
656595,Tender Notice_PDFs/RAJUK_Tender_656595.pdf,1,lots_legacy,1,Providing Security & Surveillance Work for 311 acre of land area including traffic movement control and other infrastructure installations of Hatirjheel area.,Hatirjheel Project Area,1150000,1150000,2022-04-04,2024-04-03
659096,Tender Notice_PDFs/RAJUK_Tender_659096.pdf,1,lots_legacy,1,"Cleaning, Sweeping & Gardening works of 8km service road, 8.5km express road, 8.5km footpath & 9.8km walkway side spaces of Hatirjheel area.",Hatirjheel Project Area,550000,550000,2022-04-04,2024-04-03
660091,Tender Notice_PDFs/RAJUK_Tender_660091.pdf,1,lots_legacy,1,"Cleaning Works in corridor, stair, toilets at different floors of RAJUK Main Building and Annex Building under RAJUK Head Quarter.","Motijheel, RAJUK Avenue-1, Dhaka-1000",150000,150000,2022-04-03,2025-04-03
661661,Tender Notice_PDFs/RAJUK_Tender_661661.pdf,1,lots_legacy,1,"Repairing works of building-04 of staff quarter at sector-06, Uttara.",Uttara,80000,80000,2022-04-17,2022-07-14
661888,Tender Notice_PDFs/RAJUK_Tender_661888.pdf,1,lots_legacy,1,"Repairing works of building-02 of staff quarter at sector-06, Uttara.",Uttara,80000,80000,2022-04-17,2022-07-14
662605,Tender Notice_PDFs/RAJUK_Tender_662605.pdf,1,lots_legacy,1,Renovation work of office room and attached bathroom of officers and employees of Director (Development Control-2) Zone 5/6/7/ Section on the Ground Floor of RAJUK Annex Building.,RAJUK Annex Building,40000,40000,2022-04-03,2022-07-03
663428,Tender Notice_PDFs/RAJUK_Tender_663428.pdf,1,lots_legacy,1,Supply of different stationery items for official purpose of RAJUK,Rajuk Office Motijheel,65000,65000,2022-05-01,2023-06-01
663429,Tender Notice_PDFs/RAJUK_Tender_663429.pdf,1,lots_legacy,1,Purchase of various printing items for official purpose of RAJUK.,Rajuk Office Motijheel,25000,25000,2022-05-01,2023-05-01
