tender_id,notice_file,notice_pages,ministry,ministry_id,agency,agency_id,procuring_entity,procuring_entity_id,procuring_entity_code,district,district_original,city,thana,country,phone,procurement_nature,procurement_type,event_type,invitation_for,invitation_ref,status,status_original,app_id,method,budget_type,source_of_funds,development_partner,project_code,project,project_id,package_no,package_description,category,evaluation_type,document_price_taka,document_price_original,payment_mode,published_date,last_selling_date,premeeting_start,premeeting_end,closing_date,opening_date,security_last_date,security_valid_until,tender_valid_until,inviting_officer,inviting_officer_id,inviting_officer_designation,lots,eligibility_source_field,eligibility_page,eligibility_chars,eligibility_clauses,eligibility_numbering,eligibility_published,eligibility_substantive,eligibility_categories,amended,amendment_no,amendment_no_printed,amendment_changed_fields,eligibility_amended
125126,Tender Notice_PDFs/RAJUK_Tender_125126.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Dhaka,Dhaka,Motijhil,Bangladesh,02-9569117,Goods,NCT,TENDER,Tender - Single Lot,GD/UAPE/M/2016-2017/L/02,,,64052,Open Tendering Method (OTM),Own Fund,Own fund,,Chief Engr/Implementationart/Uttara,Uttara Apment Project Apment Project-04,pr0101,GD/UAPE/M/2016-2017/L/02,Supply Installation Testing and Commissioning of 1350/1400 KG Passenger Lift Brand & Manufacturing Country Otis (China),Lifting and handling equipment and parts; General-purpose machinery;,Lot wise,2000,2000,Payment through Bank,2017-10-08,2017-10-29,2017-10-09,2017-10-18,2017-10-30,2017-10-30,2017-10-30,2018-03-27,2018-02-27,A S M Raihanul Ferodus,pp0053,"Chief Engineer, Project & Design",1,eligibility,1,1332,3,(n),yes,yes,cert_licence_class;cert_other;cert_tin;cert_trade_licence;cert_vat;experience_count;experience_general;experience_similar;financial_credit;financial_liquid,yes,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,no
125292,Tender Notice_PDFs/RAJUK_Tender_125292.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Dhaka,Dhaka,Motijhil,Bangladesh,02-9569117,Goods,NCT,TENDER,Tender - Single Lot,GD/UAPE/M/2016-2017/L/01,,,64301,Open Tendering Method (OTM),Own Fund,Own fund,,Chief Engr/Implementationart/Uttara,Uttara Apment Project Apment Project-04,pr0101,GD/UAPE/M/2016-2017/L/01,Supply Installation Testing and Commissioning of 1350/1400 KG Passenger Lift Brand & Manufacturing Country Otis (China),Lifting and handling equipment and parts; General-purpose machinery;,Lot wise,2000,2000,Payment through Bank,2017-10-08,2017-10-29,2017-10-09,2017-10-18,2017-10-30,2017-10-30,2017-10-30,2018-03-27,2018-02-27,A S M Raihanul Ferodus,pp0053,"Chief Engineer, Project & Design",1,eligibility,1,1332,3,(n),yes,yes,cert_licence_class;cert_other;cert_tin;cert_trade_licence;cert_vat;experience_count;experience_general;experience_similar;financial_credit;financial_liquid,yes,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,no
125293,Tender Notice_PDFs/RAJUK_Tender_125293.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Dhaka,Dhaka,Motijhil,Bangladesh,02-9569117,Goods,NCT,TENDER,Tender - Single Lot,GD/UAPE/M/2016-2017/L/04,,,64301,Open Tendering Method (OTM),Own Fund,Own fund,,Chief Engr/Implementationart/Uttara,Uttara Apment Project Apment Project-04,pr0101,GD/UAPE/M/2016-2017/L/04,Supply Installation Testing and Commissioning of 1350/1400 KG Passenger Lift Brand & Manufacturing Country Otis (China),Lifting and handling equipment and parts; General-purpose machinery;,Lot wise,2000,2000,Payment through Bank,2017-10-08,2017-10-29,2017-10-09,2017-10-18,2017-10-30,2017-10-30,2017-10-30,2018-03-27,2018-02-27,A S M Raihanul Ferodus,pp0053,"Chief Engineer, Project & Design",1,eligibility,1,1332,3,(n),yes,yes,cert_licence_class;cert_other;cert_tin;cert_trade_licence;cert_vat;experience_count;experience_general;experience_similar;financial_credit;financial_liquid,yes,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,no
125294,Tender Notice_PDFs/RAJUK_Tender_125294.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Dhaka,Dhaka,Motijhil,Bangladesh,02-9569117,Goods,NCT,TENDER,Tender - Single Lot,GD/UAPE/M/2016-2017/L/05,Contract Awarded,Contract Awarded,64301,Open Tendering Method (OTM),Own Fund,Own fund,,Chief Engr/Implementationart/Uttara,Uttara Apment Project Apment Project-04,pr0101,GD/UAPE/M/2016-2017/L/05,Supply Installation Testing and Commissioning of 1350/1400 KG Passenger Lift Brand & Manufacturing Country Otis (China),Lifting and handling equipment and parts; General-purpose machinery;,Lot wise,2000,2000,Payment through Bank,2017-10-08,2017-10-29,2017-10-09,2017-10-18,2017-10-30,2017-10-30,2017-10-30,2018-03-27,2018-02-27,A S M Raihanul Ferodus,pp0053,"Chief Engineer, Project & Design",1,eligibility,1,1332,3,(n),yes,yes,cert_licence_class;cert_other;cert_tin;cert_trade_licence;cert_vat;experience_count;experience_general;experience_similar;financial_credit;financial_liquid,yes,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,no
125295,Tender Notice_PDFs/RAJUK_Tender_125295.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Dhaka,Dhaka,Motijhil,Bangladesh,02-9569117,Goods,NCT,TENDER,Tender - Single Lot,GD/UAPE/M/2016-2017/L/06,,,64301,Open Tendering Method (OTM),Own Fund,Own fund,,Chief Engr/Implementationart/Uttara,Uttara Apment Project Apment Project-04,pr0101,GD/UAPE/M/2016-2017/L/06,Supply Installation Testing and Commissioning of 1350/1400 KG Passenger Lift Brand & Manufacturing Country Otis (China),Lifting and handling equipment and parts; General-purpose machinery;,Lot wise,2000,2000,Payment through Bank,2017-10-08,2017-10-29,2017-10-09,2017-10-18,2017-10-30,2017-10-30,2017-10-30,2018-03-27,2018-02-27,A S M Raihanul Ferodus,pp0053,"Chief Engineer, Project & Design",1,eligibility,1,1332,3,(n),yes,yes,cert_licence_class;cert_other;cert_tin;cert_trade_licence;cert_vat;experience_count;experience_general;experience_similar;financial_credit;financial_liquid,yes,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,no
125297,Tender Notice_PDFs/RAJUK_Tender_125297.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Dhaka,Dhaka,Motijhil,Bangladesh,02-9569117,Goods,NCT,TENDER,Tender - Single Lot,GD/UAPE/M/2016-2017/L/07,,,64301,Open Tendering Method (OTM),Own Fund,Own fund,,Chief Engr/Implementationart/Uttara,Uttara Apment Project Apment Project-04,pr0101,GD/UAPE/M/2016-2017/L/07,Supply Installation Testing and Commissioning of 1350/1400 KG Passenger Lift Brand & Manufacturing Country Otis (China),Lifting and handling equipment and parts; General-purpose machinery;,Lot wise,2000,2000,Payment through Bank,2017-10-08,2017-10-29,2017-10-09,2017-10-18,2017-10-30,2017-10-30,2017-10-30,2018-03-27,2018-02-27,A S M Raihanul Ferodus,pp0053,"Chief Engineer, Project & Design",1,eligibility,1,1332,3,(n),yes,yes,cert_licence_class;cert_other;cert_tin;cert_trade_licence;cert_vat;experience_count;experience_general;experience_similar;financial_credit;financial_liquid,yes,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,no
125298,Tender Notice_PDFs/RAJUK_Tender_125298.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Dhaka,Dhaka,Motijhil,Bangladesh,02-9569117,Goods,NCT,TENDER,Tender - Single Lot,GD/UAPE/M/2016-2017/L/08,Re-Tendered,Re-Tendered,64301,Open Tendering Method (OTM),Own Fund,Own fund,,Chief Engr/Implementationart/Uttara,Uttara Apment Project Apment Project-04,pr0101,GD/UAPE/M/2016-2017/L/08,Supply Installation Testing and Commissioning of 1350/1400 KG Passenger Lift Brand & Manufacturing Country Otis (China),Lifting and handling equipment and parts; General-purpose machinery;,Lot wise,2000,2000,Payment through Bank,2017-10-08,2017-10-29,2017-10-09,2017-10-18,2017-10-30,2017-10-30,2017-10-30,2018-03-27,2018-02-27,A S M Raihanul Ferodus,pp0053,"Chief Engineer, Project & Design",1,eligibility,1,1332,3,(n),yes,yes,cert_licence_class;cert_other;cert_tin;cert_trade_licence;cert_vat;experience_count;experience_general;experience_similar;financial_credit;financial_liquid,yes,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,no
125300,Tender Notice_PDFs/RAJUK_Tender_125300.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Dhaka,Dhaka,Motijhil,Bangladesh,02-9569117,Goods,NCT,TENDER,Tender - Single Lot,GD/UAPE/M/2016-2017/L/09,,,64301,Open Tendering Method (OTM),Own Fund,Own fund,,Chief Engr/Implementationart/Uttara,Uttara Apment Project Apment Project-04,pr0101,GD/UAPE/M/2016-2017/L/09,Supply Installation Testing and Commissioning of 1350/1400 KG Passenger Lift Brand & Manufacturing Country Otis (China),Lifting and handling equipment and parts; General-purpose machinery;,Lot wise,2000,2000,Payment through Bank,2017-10-08,2017-10-29,2017-10-09,2017-10-18,2017-10-30,2017-10-30,2017-10-30,2018-03-27,2018-02-27,A S M Raihanul Ferodus,pp0053,"Chief Engineer, Project & Design",1,eligibility,1,1330,3,(n),yes,yes,cert_licence_class;cert_other;cert_tin;cert_trade_licence;cert_vat;experience_count;experience_general;experience_similar;financial_credit;financial_liquid,yes,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,no
125301,Tender Notice_PDFs/RAJUK_Tender_125301.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Dhaka,Dhaka,Motijhil,Bangladesh,02-9569117,Goods,NCT,TENDER,Tender - Single Lot,GD/UAPE/M/2016-2017/L/10,,,64301,Open Tendering Method (OTM),Own Fund,Own fund,,Chief Engr/Implementationart/Uttara,Uttara Apment Project Apment Project-04,pr0101,GD/UAPE/M/2016-2017/L/10,Supply Installation Testing and Commissioning of 1350/1400 KG Passenger Lift Brand & Manufacturing Country Otis (China),Lifting and handling equipment and parts; General-purpose machinery;,Lot wise,2000,2000,Payment through Bank,2017-10-08,2017-10-29,2017-10-09,2017-10-18,2017-10-30,2017-10-30,2017-10-30,2018-03-27,2018-02-27,A S M Raihanul Ferodus,pp0053,"Chief Engineer, Project & Design",1,eligibility,1,1332,3,(n),yes,yes,cert_licence_class;cert_other;cert_tin;cert_trade_licence;cert_vat;experience_count;experience_general;experience_similar;financial_credit;financial_liquid,yes,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,no
1254223,Tender Notice_PDFs/RAJUK_Tender_1254223.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Superintending Engineer (Civil Circle-1),og0007,,Dhaka,Dhaka,Dhaka,Dhaka South City Corporation,Bangladesh,02-9568383,Works,NCT,TENDER,Tender - Single Lot,RAJUK/EE/HQ/W-01,Being processed,Being processed,215901,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,RAJUK/EE/HQ/W-01,Renovation & Repair works in the existing Office Space at 1st floor & 2nd floor of RAJUK Main Building,"Construction work; Site preparation work; Works for complete or part construction and civil engineering work; Building installation work; Building completion work; Hire of construction and civil engineering machinery and equipment with operator;Building demolition and wrecking work and earthmoving work;Test drilling and boring work;Building construction work;Engineering works and construction works;Construction work for pipelines, communication and power lines, for highways, roads, airfields and railways; flatwork;Construction work for water projects;Construction works for plants, mining and manufacturing and for buildings relating to the oil and gas industry;Roof works and other special trade construction works;Electrical installation work;Insulation work;Plumbing and sanitary works;Fencing, railing and safety equipment installation work;Mechanical installations;Plastering work;Joinery and carpentry installation work;Floor and wall covering work;Painting and glazing work;Other building completion work;Hire of cranes with operator;Hire of earthmoving equipment with operator",Lot wise,2500,2500,Payment through Bank,2026-04-20,2026-05-03,2026-04-20,2026-04-26,2026-05-04,2026-05-04,2026-05-04,2026-09-29,2026-09-01,Md. Abu Sayeed Khandker,pp0134,Superintending Engineer,1,eligibility,1,18,1,unnumbered,no,no,deferred,no,,,,no
