"tender_id","agency","procuring_entity","package_description","record_type","bidder_name","bidder_name_normalised","bid_amount","responsive_status","qualified_status","technical_status","rejection_reason","rejected_requirement","beneficial_owner_name","ownership_percentage","owner_country","source_file","page_number","evidence_excerpt","note"
"991635","KDA","Office of the Project Director (3Link Road)","Construction of 2.70 km long (2 lane ) link road from Bastuhara Road to Old Satkhira Road (including Road works, Culvert, Retaining Wall, Protection works, Plantation etc)","AWARDED_BIDDER","IH-RSE (JV)","IH RSE","442452500.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_991635.pdf","1","Contract Value (Taka): 442452500.00; Name of Supplier/Contractor/Consultant: IH-RSE (JV) ( JVCA Partners [Business Share]: M/S R. S. Enterprise [60.000%] , M/S ISMAIL HOSSAIN [40.000%] )","bid amount equals the awarded contract value as printed on the award notice"
"991635","KDA","Office of the Project Director (3Link Road)","Construction of 2.70 km long (2 lane ) link road from Bastuhara Road to Old Satkhira Road (including Road works, Culvert, Retaining Wall, Protection works, Plantation etc)","JV_PARTNER_OF_WINNER","M/S R. S. Enterprise","R S ENTERPRISE","265471500.00","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","60.000","","Tender_991635.pdf","1","JVCA Partners [Business Share]: M/S R. S. Enterprise [60.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"991635","KDA","Office of the Project Director (3Link Road)","Construction of 2.70 km long (2 lane ) link road from Bastuhara Road to Old Satkhira Road (including Road works, Culvert, Retaining Wall, Protection works, Plantation etc)","JV_PARTNER_OF_WINNER","M/S ISMAIL HOSSAIN","ISMAIL HOSSAIN","176981000.00","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","40.000","","Tender_991635.pdf","1","JVCA Partners [Business Share]: M/S ISMAIL HOSSAIN [40.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"1000267","RAJUK","Superintending Engineer (Civil Circle-3)","Repair and maintenance work of Madani Avenue (100ft) Road Due to excavation for inatallation Transmission and Distribution pipe line for Dhaka WASA DESWSP Project (Package-P2).","AWARDED_BIDDER","M/S. Niaz Traders","NIAZ TRADERS","104498747.10","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1000267.pdf","1","Contract Value (Taka): 104498747.10; Name of Supplier/Contractor/Consultant: M/S. Niaz Traders","bid amount equals the awarded contract value as printed on the award notice"
"1000945","RAJUK","Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.","Construction of 06 (six) storied Apartment Building (Civil, Sanitary & Internal Electrification works) at Plot No. 8/15, Sir Syed Road, Block-A, Mohammadpur, Dhaka (Building-03).","AWARDED_BIDDER","Momotaj Engineers Ltd.","MOMOTAJ ENGINEERS LTD","91452674.19","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1000945.pdf","1","Contract Value (Taka): 91452674.19; Name of Supplier/Contractor/Consultant: Momotaj Engineers Ltd.","bid amount equals the awarded contract value as printed on the award notice"
"1000945","RAJUK","Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.","Construction of 06 (six) storied Apartment Building (Civil, Sanitary & Internal Electrification works) at Plot No. 8/15, Sir Syed Road, Block-A, Mohammadpur, Dhaka (Building-03).","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_1000945.pdf","1","Received: 3; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 2 bidder(s)"
"1001120","RAJUK","Superintending Engineer (Civil Circle-1)","Cleaning, Sweeping &Gardening of the Expressway, Service Road, Footpath, and Walkway from FDC to Merul Badda in the Hatirjheel Area.","AWARDED_BIDDER","M/S. Alam & Co.","ALAM CO","10599930.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1001120.pdf","1","Contract Value (Taka): 10599930.00; Name of Supplier/Contractor/Consultant: M/S. Alam & Co.","bid amount equals the awarded contract value as printed on the award notice"
"1001120","RAJUK","Superintending Engineer (Civil Circle-1)","Cleaning, Sweeping &Gardening of the Expressway, Service Road, Footpath, and Walkway from FDC to Merul Badda in the Hatirjheel Area.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_1001120.pdf","1","Received: 8; Responsive: 2 (difference is the rejected count)","count is derived as received minus responsive; 6 bidder(s)"
"1001460","RAJUK","Office of the Superintending Engineer (Mechanical)","Repair and maintenance work of Rajuk's Germany Payloader No.1","AWARDED_BIDDER","Aliza Enterprise","ALIZA ENTERPRISE","1060533.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1001460.pdf","1","Contract Value (Taka): 1060533.00; Name of Supplier/Contractor/Consultant: Aliza Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"1001460","RAJUK","Office of the Superintending Engineer (Mechanical)","Repair and maintenance work of Rajuk's Germany Payloader No.1","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_1001460.pdf","1","Received: 3; Responsive: 2 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"1001461","RAJUK","Office of the Superintending Engineer (Mechanical)","Supply and repair Spare parts (in cluding accessories) for RAJUK wheel excavator no-01.","AWARDED_BIDDER","Aliza Enterprise","ALIZA ENTERPRISE","1300189.50","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1001461.pdf","1","Contract Value (Taka): 1300189.50; Name of Supplier/Contractor/Consultant: Aliza Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"1001613","RAJUK","Superintending Engineer (Civil Circle-1)","Cleaning, Sweeping &Gardening of the Expressway, Service Road, Footpath, and Walkway from Rampura to Mogbazar including rail crossing-BIAM-Banglamotor in the Hatirjheel Area.","AWARDED_BIDDER","Al- Arafat Services (PVT.) Limited","AL ARAFAT SERVICES LTD","13217985.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1001613.pdf","1","Contract Value (Taka): 13217985.00; Name of Supplier/Contractor/Consultant: Al- Arafat Services (PVT.) Limited","bid amount equals the awarded contract value as printed on the award notice"
"1001613","RAJUK","Superintending Engineer (Civil Circle-1)","Cleaning, Sweeping &Gardening of the Expressway, Service Road, Footpath, and Walkway from Rampura to Mogbazar including rail crossing-BIAM-Banglamotor in the Hatirjheel Area.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_1001613.pdf","1","Received: 7; Responsive: 4 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"1002814","RAJUK","Office of the Superintending Engineer (Electrical)","03 (Three) Years Servicing, Operation & Maintenance 01 No. 800 KG Passenger Lift in Uttara Rajuk Zonal Office.","AWARDED_BIDDER","Powercell Engineering Ltd","POWERCELL ENGINEERING LTD","907067.99","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1002814.pdf","1","Contract Value (Taka): 907067.99; Name of Supplier/Contractor/Consultant: Powercell Engineering Ltd","bid amount equals the awarded contract value as printed on the award notice"
"1002854","RAJUK","Office of the Superintending Engineer (Electrical)","03 (Three) Years Servicing, Operation & Maintenance of 02 Nos. 630 KG Passenger Lift in Mohakhali Rajuk Zonal Office.","AWARDED_BIDDER","PROPERTY DEVELOPMENT LIMITED","PROPERTY DEVELOPMENT LTD","1703786.40","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1002854.pdf","1","Contract Value (Taka): 1703786.40; Name of Supplier/Contractor/Consultant: PROPERTY DEVELOPMENT LIMITED","bid amount equals the awarded contract value as printed on the award notice"
"1003623","RAJUK","Uttara Apartment Project","Supply, Installation, Testing and Commissioning of Automatic Synchronized Emergency Power Supply Panel along with 06 Nos. 250KVA Diesel Generator for the Commercial Complex including Community Center & Kitchen Super shop under the Project of ""Constru","AWARDED_BIDDER","Gess Bangladesh","GESS BANGLADESH","98995747.69","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1003623.pdf","1","Contract Value (Taka): 98995747.69; Name of Supplier/Contractor/Consultant: Gess Bangladesh","bid amount equals the awarded contract value as printed on the award notice"
"1007300","RAJUK","Superintending Engineer (Civil Circle-4)","Repair & renovation work of Av#01 (Partly) in/c internal road of Block-A1 of Sector-15 at Uttara Residential Area of RAJUK, Dhaka.","AWARDED_BIDDER","HAIDER & CO.","HAIDER CO","25463336.39","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1007300.pdf","1","Contract Value (Taka): 25463336.39; Name of Supplier/Contractor/Consultant: HAIDER & CO.","bid amount equals the awarded contract value as printed on the award notice"
"1007300","RAJUK","Superintending Engineer (Civil Circle-4)","Repair & renovation work of Av#01 (Partly) in/c internal road of Block-A1 of Sector-15 at Uttara Residential Area of RAJUK, Dhaka.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_1007300.pdf","1","Received: 12; Responsive: 9 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"1008472","RAJUK","Office of the Superintending Engineer (Electrical)","Electrical works of 84 Nos. Flat in Building No-12/B, (Tista-1) at Uttara Apartment (Block-A, Sector No-18).","AWARDED_BIDDER","T.S Enterprise","T S ENTERPRISE","5262343.20","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1008472.pdf","1","Contract Value (Taka): 5262343.20; Name of Supplier/Contractor/Consultant: T.S Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"1008472","RAJUK","Office of the Superintending Engineer (Electrical)","Electrical works of 84 Nos. Flat in Building No-12/B, (Tista-1) at Uttara Apartment (Block-A, Sector No-18).","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_1008472.pdf","1","Received: 5; Responsive: 2 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"1008542","RAJUK","Purbachal New Town Project","Construction of Remaining Internal Road and Surface Drain at Sector - 16(part) of Purbachal New Town Project (Package-PNTP/RDC/S-16, Lot-03).","AWARDED_BIDDER","CONVOY SERVICE","CONVOY SERVICE","12005364.51","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1008542.pdf","1","Contract Value (Taka): 12005364.51; Name of Supplier/Contractor/Consultant: CONVOY SERVICE","bid amount equals the awarded contract value as printed on the award notice"
"1008542","RAJUK","Purbachal New Town Project","Construction of Remaining Internal Road and Surface Drain at Sector - 16(part) of Purbachal New Town Project (Package-PNTP/RDC/S-16, Lot-03).","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_1008542.pdf","1","Received: 10; Responsive: 3 (difference is the rejected count)","count is derived as received minus responsive; 7 bidder(s)"
"1008543","RAJUK","Purbachal New Town Project","Maintenance and Renovation of Internal Road & Surface Drain at Sector -09 (part) of Purbachal New Town Project (Package# PNTP/RP/S_09, Lot-01).","AWARDED_BIDDER","M/S. A. R. Enterprise","A R ENTERPRISE","26924826.22","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1008543.pdf","1","Contract Value (Taka): 26924826.22; Name of Supplier/Contractor/Consultant: M/S. A. R. Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"1008543","RAJUK","Purbachal New Town Project","Maintenance and Renovation of Internal Road & Surface Drain at Sector -09 (part) of Purbachal New Town Project (Package# PNTP/RP/S_09, Lot-01).","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_1008543.pdf","1","Received: 15; Responsive: 4 (difference is the rejected count)","count is derived as received minus responsive; 11 bidder(s)"
"1008544","RAJUK","Purbachal New Town Project","Construction of Remaining Internal RCC Road and Surface Drain at Sector-07 (part) Purbachal New Town Project. (Package: PNTP/RDC/S-07, Lot-04).","AWARDED_BIDDER","M/S. Sharif & Sons","SHARIF SONS","33055372.46","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_1008544.pdf","1","Contract Value (Taka): 33055372.46; Name of Supplier/Contractor/Consultant: M/S. Sharif & Sons","bid amount equals the awarded contract value as printed on the award notice"
"1008544","RAJUK","Purbachal New Town Project","Construction of Remaining Internal RCC Road and Surface Drain at Sector-07 (part) Purbachal New Town Project. (Package: PNTP/RDC/S-07, Lot-04).","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_1008544.pdf","1","Received: 13; Responsive: 5 (difference is the rejected count)","count is derived as received minus responsive; 8 bidder(s)"
